id,Timestamp,Category,Money,Description,Details
762210726,2022-07-16T00:09:43.327496+00:00,interest,280,Bond yield,"{""bond value"": ""$35000"", ""interest"": ""0.8%"", ""issuer"": ""CUBAN CORPORATION""}"
762193451,2022-07-16T00:08:59.075983+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
762175356,2022-07-16T00:08:11.657155+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
762175349,2022-07-16T00:08:11.621015+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
762175340,2022-07-16T00:08:11.588156+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
762174679,2022-07-16T00:08:09.545838+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
762172741,2022-07-16T00:08:04.670633+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
762172735,2022-07-16T00:08:04.654000+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
762172688,2022-07-16T00:08:04.510289+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
762172137,2022-07-16T00:08:03.024543+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
762172129,2022-07-16T00:08:03.004964+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
762172121,2022-07-16T00:08:02.984668+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
762172079,2022-07-16T00:08:02.881271+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
762156767,2022-07-16T00:07:21.710434+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
762156743,2022-07-16T00:07:21.632490+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
762144062,2022-07-16T00:06:46.687097+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
762140462,2022-07-16T00:06:37.287239+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
762140456,2022-07-16T00:06:37.270352+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
762137410,2022-07-16T00:06:29.591825+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
762107310,2022-07-16T00:04:54.777448+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
762105708,2022-07-16T00:04:49.859740+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
762104603,2022-07-16T00:04:46.260647+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
762101457,2022-07-16T00:04:35.751524+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
762101443,2022-07-16T00:04:35.705690+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
762101009,2022-07-16T00:04:34.430142+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
761709328,2022-07-15T18:10:20.851955+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
761709247,2022-07-15T18:10:15.529911+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
761709082,2022-07-15T18:10:04.912048+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
761708894,2022-07-15T18:09:55.463240+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
761644139,2022-07-15T17:04:53.492023+00:00,sales,-28472,Looking for aerospace contracts,{}
761644122,2022-07-15T17:04:52.249925+00:00,sales,-28472,Looking for aerospace contracts,{}
761621969,2022-07-15T16:42:44.261081+00:00,sales,-18393,Restaurant wages,{}
761621968,2022-07-15T16:42:44.212542+00:00,sales,55429,Restaurant revenue,"{""COGS"": ""$44018"", ""wages"": ""$18296"", ""occupancy"": ""67.19%"", ""rating"": ""10.00"", ""profit"": ""$-6885""}"
761569207,2022-07-15T15:56:19.388570+00:00,contract,109710,Electronics research contract signed by .Red.Fox.,"{""quantity"": 318, ""quality"": 0, ""price"": ""$345.000"", ""profit"": ""$26593.42""}"
761538484,2022-07-15T15:29:21.369497+00:00,market,6920,Reinforced concrete market order filled,"{""resource"": ""Reinforced concrete"", ""amount"": 40, ""quality"": 0, ""price"": ""$173.00"", ""buyer"": ""DENIZ GROUP"", ""profit"": 253}"
761538397,2022-07-15T15:29:15.495590+00:00,market,2076,Reinforced concrete market order partially filled,"{""resource"": ""Reinforced concrete"", ""amount"": 12, ""quality"": 0, ""price"": ""$173.00"", ""buyer"": ""202hill"", ""profit"": ""$76"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761538365,2022-07-15T15:29:14.782399+00:00,market,13840,Reinforced concrete market order partially filled,"{""resource"": ""Reinforced concrete"", ""amount"": 80, ""quality"": 0, ""price"": ""$173.00"", ""buyer"": ""Kaytaz Ticaret LTD"", ""profit"": ""$507"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761538267,2022-07-15T15:29:10.418564+00:00,market,1384,Reinforced concrete market order partially filled,"{""resource"": ""Reinforced concrete"", ""amount"": 8, ""quality"": 0, ""price"": ""$173.00"", ""buyer"": ""MAJAPAHIT ENTERPRISE"", ""profit"": ""$50"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761538262,2022-07-15T15:29:09.895431+00:00,fees,-1246,Market fees selling Reinforced concrete,"{""remaining_fees"": ""$0""}"
761538261,2022-07-15T15:29:09.891814+00:00,market,17300,Reinforced concrete market order partially filled,"{""resource"": ""Reinforced concrete"", ""amount"": 100, ""quality"": 0, ""price"": ""$173.00"", ""buyer"": ""Alphamajoris Groups"", ""profit"": ""$-611"", ""fees"": ""$1246"", ""remaining_fees"": ""$0""}"
761536565,2022-07-15T15:27:39.938776+00:00,market,23800,Construction units market order filled,"{""resource"": ""Construction units"", ""amount"": 10, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""MAKADOO"", ""profit"": -1217}"
761536461,2022-07-15T15:27:35.641394+00:00,market,7140,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 3, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""MJ Supply88"", ""profit"": ""$-365"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761536396,2022-07-15T15:27:32.098616+00:00,market,40460,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 17, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""Fashionist Seller"", ""profit"": ""$-2069"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761536382,2022-07-15T15:27:31.718159+00:00,market,33320,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 14, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""Clean Fuel"", ""profit"": ""$-1703"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761536253,2022-07-15T15:27:26.649814+00:00,market,21420,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 9, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""TheWallStreet"", ""profit"": ""$-1095"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761536225,2022-07-15T15:27:25.305236+00:00,market,2380,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 1, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""Baout gate"", ""profit"": ""$-121"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
761536143,2022-07-15T15:27:21.489455+00:00,fees,-4284,Market fees selling Construction units,"{""remaining_fees"": ""$0""}"
761536142,2022-07-15T15:27:21.484936+00:00,market,14280,Construction units market order partially filled,"{""resource"": ""Construction units"", ""amount"": 6, ""quality"": 0, ""price"": ""$2380.00"", ""buyer"": ""KaBooMmm"", ""profit"": ""$-5014"", ""fees"": ""$4284"", ""remaining_fees"": ""$0""}"
761535648,2022-07-15T15:26:54.663276+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
761535571,2022-07-15T15:26:50.124640+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
761502471,2022-07-15T14:59:25.582496+00:00,sales,-28472,Looking for aerospace contracts,{}
761502454,2022-07-15T14:59:24.480941+00:00,sales,-28472,Looking for aerospace contracts,{}
761502392,2022-07-15T14:59:21.302957+00:00,sales,250692,Sales order fulfilled,"{""COGS"": ""$208,466"", ""items"": ""$229,467"", ""quality bonus"": ""$21,225"", ""search cost"": ""$28,778"", ""profit"": ""$13,447""}"
761502114,2022-07-15T14:59:01.262302+00:00,contract,-57000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 1, ""quality"": 5, ""price"": ""$57000.000""}"
761501988,2022-07-15T14:58:54.878544+00:00,contract,-57000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 1, ""quality"": 5, ""price"": ""$57000.000""}"
761498448,2022-07-15T14:55:16.837354+00:00,sales,237619,Sales order fulfilled,"{""COGS"": ""$189,333"", ""items"": ""$212,635"", ""quality bonus"": ""$24,984"", ""search cost"": ""$28,778"", ""profit"": ""$19,507""}"
761498166,2022-07-15T14:55:00.239733+00:00,contract,-109200,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 3, ""quality"": 5, ""price"": ""$36400.000""}"
761498107,2022-07-15T14:54:57.415147+00:00,contract,-145600,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$36400.000""}"
761497529,2022-07-15T14:54:26.892895+00:00,sales,-18393,Restaurant wages,{}
761497508,2022-07-15T14:54:26.032923+00:00,sales,53505,Restaurant revenue,"{""COGS"": ""$47513"", ""wages"": ""$18296"", ""occupancy"": ""56.32%"", ""rating"": ""9.77"", ""profit"": ""$-12304""}"
761484205,2022-07-15T14:42:09.485566+00:00,sales,-28472,Looking for aerospace contracts,{}
761484187,2022-07-15T14:42:08.316043+00:00,sales,-28472,Looking for aerospace contracts,{}
760931002,2022-07-15T04:42:33.579736+00:00,sales,-18296,Restaurant wages,{}
760930988,2022-07-15T04:42:33.137318+00:00,sales,56893,Restaurant revenue,"{""COGS"": ""$46855"", ""wages"": ""$18296"", ""occupancy"": ""68.96%"", ""rating"": ""9.86"", ""profit"": ""$-8258""}"
760891716,2022-07-15T04:02:34.189510+00:00,executive salaries,-20001,Executive salaries,{}
760835591,2022-07-15T03:07:16.143965+00:00,sales,-18296,Restaurant wages,{}
760835588,2022-07-15T03:07:16.055110+00:00,sales,45045,Restaurant revenue,"{""COGS"": ""$43126"", ""wages"": ""$18200"", ""occupancy"": ""47.42%"", ""rating"": ""9.57"", ""profit"": ""$-16281""}"
760811849,2022-07-15T02:31:53.790400+00:00,contract,15750,Electronics research contract signed by .Red.Fox.,"{""quantity"": 45, ""quality"": 0, ""price"": ""$350.000"", ""profit"": ""$3926.44""}"
760793440,2022-07-15T02:05:57.142009+00:00,market,-5850,Bought Ginger beer on market,"{""amount"": 100, ""price"": ""$58.50"", ""seller(s)"": ""Lamb Family Beer""}"
760791990,2022-07-15T02:04:14.822589+00:00,market,-17125,Bought Apple cider on market,"{""amount"": 500, ""price"": ""$34.25"", ""seller(s)"": ""Fred Big Enterprise""}"
760791801,2022-07-15T02:03:59.481774+00:00,contract,-16000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 9, ""price"": ""$4000.000""}"
760791775,2022-07-15T02:03:58.056985+00:00,contract,-16000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 9, ""price"": ""$4000.000""}"
760791745,2022-07-15T02:03:55.312449+00:00,contract,-16000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 9, ""price"": ""$4000.000""}"
760791718,2022-07-15T02:03:52.827309+00:00,contract,-13750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$55.000""}"
760791464,2022-07-15T02:03:36.462145+00:00,market,-50800,Bought Lasagna on market,"{""amount"": 20, ""price"": ""$2540.00"", ""seller(s)"": ""Koudy inc""}"
760791123,2022-07-15T02:03:16.574214+00:00,market,-7863,Bought Coffee powder on market,"{""amount"": 170, ""price"": ""$46.25"", ""seller(s)"": ""Smashed Electronics""}"
760700551,2022-07-15T00:25:59.328542+00:00,interest,280,Bond yield,"{""bond value"": ""$35000"", ""interest"": ""0.8%"", ""issuer"": ""CUBAN CORPORATION""}"
760663384,2022-07-15T00:19:44.931162+00:00,interest,177,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.7%"", ""issuer"": ""Bricobv""}"
760583597,2022-07-15T00:10:54.245405+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
760498025,2022-07-15T00:06:31.093014+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
760498016,2022-07-15T00:06:31.063396+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
760498006,2022-07-15T00:06:31.033555+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
760497387,2022-07-15T00:06:29.276650+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
760495926,2022-07-15T00:06:24.831847+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
760495920,2022-07-15T00:06:24.817386+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
760495876,2022-07-15T00:06:24.695386+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
760495494,2022-07-15T00:06:23.570061+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
760495489,2022-07-15T00:06:23.553736+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
760495485,2022-07-15T00:06:23.538870+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
760495461,2022-07-15T00:06:23.461849+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
760482534,2022-07-15T00:05:42.324633+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
760482521,2022-07-15T00:05:42.261806+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
760474478,2022-07-15T00:05:14.142807+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
760472165,2022-07-15T00:05:06.849125+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
760472158,2022-07-15T00:05:06.829132+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
760470291,2022-07-15T00:04:58.846540+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
760452018,2022-07-15T00:03:52.248515+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
760451283,2022-07-15T00:03:49.371744+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
760450659,2022-07-15T00:03:47.445517+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
760449435,2022-07-15T00:03:41.549227+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
760449428,2022-07-15T00:03:41.517661+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
760449136,2022-07-15T00:03:40.675244+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
760025592,2022-07-14T17:52:05.545358+00:00,production,-30842,Production of Electronics research,"{""amount"": 118, ""price"": ""$261.37"", ""quality"": 0}"
760025519,2022-07-14T17:52:01.048092+00:00,production,-30842,Production of Electronics research,"{""amount"": 118, ""price"": ""$261.37"", ""quality"": 0}"
760025475,2022-07-14T17:51:57.526227+00:00,production,-30842,Production of Electronics research,"{""amount"": 118, ""price"": ""$261.37"", ""quality"": 0}"
760025421,2022-07-14T17:51:53.773235+00:00,production,-30842,Production of Electronics research,"{""amount"": 118, ""price"": ""$261.37"", ""quality"": 0}"
